a¤o;area;type_violen;sexo;n_casos;poblacion;tasa_x100h
2013;Barrios Unidos;Económica;Total general;49;236433;20.7
2013;Distrito;Económica;Total general;1304;7674366;17
2013;Engativá;Económica;Total general;80;858935;9.3
2013;Puente Aranda;Económica;Total general;28;258102;10.8
2013;Santa Fe;Económica;Total general;28;109945;25.5
2013;Teusaquillo;Económica;Total general;16;149166;10.7
2013;Usaquén;Económica;Total general;258;484764;53.2
2013;Suba;Económica;Total general;169;1120342;15.1
2013;Fontibón;Económica;Total general;40;362167;11
2013;Tunjuelito;Económica;Total general;7;201230;3.5
2013;Distrito;Emocional;Total general;30093;7674366;392.1
2013;Santa Fe;Emocional;Total general;506;109945;460.2
2013;Barrios Unidos;Emocional;Total general;457;236433;193.3
2013;Tunjuelito;Emocional;Total general;676;201230;335.9
2013;Suba;Emocional;Total general;2850;1120342;254.4
2013;San Cristóbal;Emocional;Total general;2612;408477;639.4
2013;Kennedy;Emocional;Total general;2672;1042080;256.4
2013;Bosa;Emocional;Total general;4729;612754;771.8
2013;Usaquén;Emocional;Total general;2609;484764;538.2
2013;Antonio Nariño;Emocional;Total general;297;108607;273.5
2013;Teusaquillo;Emocional;Total general;191;149166;128
2013;Fontibón;Emocional;Total general;944;362167;260.7
2013;Sumapaz;Emocional;Total general;193;6340;3044.2
2013;Engativá;Emocional;Total general;2950;858935;343.4
2013;La Candelaria;Emocional;Total general;81;24160;335.3
2013;Los Mártires;Emocional;Total general;435;98450;441.8
2013;Usme;Emocional;Total general;2800;415898;673.2
2013;Chapinero;Emocional;Total general;291;136352;213.4
2013;Ciudad Bolívar;Emocional;Total general;2548;663397;384.1
2013;Rafael Uribe Uribe;Emocional;Total general;1640;376767;435.3
2013;Puente Aranda;Emocional;Total general;612;258102;237.1
2013;Engativá;Física;Total general;688;858935;80.1
2013;Ciudad Bolívar;Física;Total general;654;663397;98.6
2013;Sumapaz;Física;Total general;56;6340;883.3
2013;San Cristóbal;Física;Total general;886;408477;216.9
2013;Chapinero;Física;Total general;84;136352;61.6
2013;Tunjuelito;Física;Total general;197;201230;97.9
2013;Rafael Uribe Uribe;Física;Total general;539;376767;143.1
2013;Puente Aranda;Física;Total general;203;258102;78.7
2013;Usaquén;Física;Total general;377;484764;77.8
2013;Los Mártires;Física;Total general;157;98450;159.5
2013;Fontibón;Física;Total general;319;362167;88.1
2013;Santa Fe;Física;Total general;138;109945;125.5
2013;Antonio Nariño;Física;Total general;95;108607;87.5
2013;Barrios Unidos;Física;Total general;116;236433;49.1
2013;Distrito;Física;Total general;7732;7674366;100.8
2013;Bosa;Física;Total general;1099;612754;179.4
2013;La Candelaria;Física;Total general;27;24160;111.8
2013;Kennedy;Física;Total general;770;1042080;73.9
2013;Teusaquillo;Física;Total general;63;149166;42.2
2013;Suba;Física;Total general;752;1120342;67.1
2013;Usme;Física;Total general;512;415898;123.1
2013;Tunjuelito;Intrafamiliar;Total general;676;201230;335.9
2013;San Cristóbal;Intrafamiliar;Total general;2612;408477;639.4
2013;Suba;Intrafamiliar;Total general;2850;1120342;254.4
2013;Usaquén;Intrafamiliar;Total general;2609;484764;538.2
2013;La Candelaria;Intrafamiliar;Total general;81;24160;335.3
2013;Ciudad Bolívar;Intrafamiliar;Total general;2548;663397;384.1
2013;Usme;Intrafamiliar;Total general;2800;415898;673.2
2013;Santa Fe;Intrafamiliar;Total general;506;109945;460.2
2013;Distrito;Intrafamiliar;Total general;30093;7674366;392.1
2013;Teusaquillo;Intrafamiliar;Total general;191;149166;128
2013;Kennedy;Intrafamiliar;Total general;2672;1042080;256.4
2013;Los Mártires;Intrafamiliar;Total general;435;98450;441.8
2013;Puente Aranda;Intrafamiliar;Total general;612;258102;237.1
2013;Rafael Uribe Uribe;Intrafamiliar;Total general;1640;376767;435.3
2013;Antonio Nariño;Intrafamiliar;Total general;297;108607;273.5
2013;Chapinero;Intrafamiliar;Total general;291;136352;213.4
2013;Barrios Unidos;Intrafamiliar;Total general;457;236433;193.3
2013;Fontibón;Intrafamiliar;Total general;944;362167;260.7
2013;Bosa;Intrafamiliar;Total general;4729;612754;771.8
2013;Sumapaz;Intrafamiliar;Total general;193;6340;3044.2
2013;Engativá;Intrafamiliar;Total general;2950;858935;343.4
2013;Engativá;Negligencia ;Total general;1617;858935;188.3
2013;Santa Fe;Negligencia ;Total general;236;109945;214.7
2013;Tunjuelito;Negligencia ;Total general;272;201230;135.2
2013;Bosa;Negligencia ;Total general;1695;612754;276.6
2013;Kennedy;Negligencia ;Total general;1375;1042080;131.9
2013;Usaquén;Negligencia ;Total general;681;484764;140.5
2013;Teusaquillo;Negligencia ;Total general;77;149166;51.6
2013;La Candelaria;Negligencia ;Total general;34;24160;140.7
2013;Ciudad Bolívar;Negligencia ;Total general;1079;663397;162.6
2013;Los Mártires;Negligencia ;Total general;173;98450;175.7
2013;Barrios Unidos;Negligencia ;Total general;231;236433;97.7
2013;Antonio Nariño;Negligencia ;Total general;108;108607;99.4
2013;San Cristóbal;Negligencia ;Total general;1381;408477;338.1
2013;Sumapaz;Negligencia ;Total general;40;6340;630.9
2013;Rafael Uribe Uribe;Negligencia ;Total general;635;376767;168.5
2013;Fontibón;Negligencia ;Total general;365;362167;100.8
2013;Suba;Negligencia ;Total general;1482;1120342;132.3
2013;Chapinero;Negligencia ;Total general;161;136352;118.1
2013;Puente Aranda;Negligencia ;Total general;274;258102;106.2
2013;Distrito;Negligencia ;Total general;13702;7674366;178.5
2013;Usme;Negligencia ;Total general;1786;415898;429.4
2013;Bosa;Sexual;Total general;843;612754;137.6
2013;Chapinero;Sexual;Total general;25;136352;18.3
2013;Usaquén;Sexual;Total general;171;484764;35.3
2013;Antonio Nariño;Sexual;Total general;62;108607;57.1
2013;Los Mártires;Sexual;Total general;66;98450;67
2013;San Cristóbal;Sexual;Total general;366;408477;89.6
2013;Ciudad Bolívar;Sexual;Total general;396;663397;59.7
2013;Puente Aranda;Sexual;Total general;99;258102;38.4
2013;Suba;Sexual;Total general;395;1120342;35.3
2013;Teusaquillo;Sexual;Total general;35;149166;23.5
2013;Sumapaz;Sexual;Total general;4;6340;63.1
2013;Kennedy;Sexual;Total general;500;1042080;48
2013;Santa Fe;Sexual;Total general;67;109945;60.9
2013;Distrito;Sexual;Total general;4328;7674366;56.4
2013;La Candelaria;Sexual;Total general;12;24160;49.7
2013;Engativá;Sexual;Total general;332;858935;38.7
2013;Usme;Sexual;Total general;353;415898;84.9
2013;Fontibón;Sexual;Total general;189;362167;52.2
2013;Barrios Unidos;Sexual;Total general;55;236433;23.3
2013;Rafael Uribe Uribe;Sexual;Total general;276;376767;73.3
2013;Tunjuelito;Sexual;Total general;82;201230;40.7
2013;Rafael Uribe Uribe;Abandono;Mujer;55;191833;28.7
2013;Kennedy;Abandono;Mujer;111;533792;20.8
2013;Chapinero;Abandono;Mujer;8;72827;11
2013;La Candelaria;Abandono;Mujer;3;11401;26.3
2013;Usaquén;Abandono;Mujer;39;259965;15
2013;Distrito;Abandono;Mujer;1050;3968201;26.5
2013;Usme;Abandono;Mujer;94;210312;44.7
2013;Puente Aranda;Abandono;Mujer;27;132077;20.4
2013;Los Mártires;Abandono;Mujer;17;48930;34.7
2013;Bosa;Abandono;Mujer;143;313146;45.7
2013;Barrios Unidos;Abandono;Mujer;19;123007;15.4
2013;Antonio Nariño;Abandono;Mujer;11;55868;19.7
2013;San Cristóbal;Abandono;Mujer;179;209171;85.6
2013;Fontibón;Abandono;Mujer;45;190687;23.6
2013;Santa Fe;Abandono;Mujer;21;54763;38.3
2013;Ciudad Bolívar;Abandono;Mujer;69;338640;20.4
2013;Teusaquillo;Abandono;Mujer;11;79926;13.8
2013;Suba;Abandono;Mujer;106;588730;18
2013;Engativá;Abandono;Mujer;79;448349;17.6
2013;Tunjuelito;Abandono;Mujer;8;101726;7.9
2013;Sumapaz;Abandono;Mujer;5;3051;163.9
2013;Antonio Nariño;Económica;Mujer;9;55868;16.1
2013;Los Mártires;Económica;Mujer;19;48930;38.8
2013;La Candelaria;Económica;Mujer;2;11401;17.5
2013;Engativá;Económica;Mujer;48;448349;10.7
2013;San Cristóbal;Económica;Mujer;69;209171;33
2013;Sumapaz;Económica;Mujer;5;3051;163.9
2013;Barrios Unidos;Económica;Mujer;36;123007;29.3
2013;Usaquén;Económica;Mujer;186;259965;71.5
2013;Santa Fe;Económica;Mujer;20;54763;36.5
2013;Tunjuelito;Económica;Mujer;7;101726;6.9
2013;Ciudad Bolívar;Económica;Mujer;33;338640;9.7
2013;Usme;Económica;Mujer;40;210312;19
2013;Suba;Económica;Mujer;115;588730;19.5
2013;Kennedy;Económica;Mujer;58;533792;10.9
2013;Rafael Uribe Uribe;Económica;Mujer;63;191833;32.8
2013;Teusaquillo;Económica;Mujer;15;79926;18.8
2013;Chapinero;Económica;Mujer;22;72827;30.2
2013;Fontibón;Económica;Mujer;29;190687;15.2
2013;Bosa;Económica;Mujer;113;313146;36.1
2013;Puente Aranda;Económica;Mujer;20;132077;15.1
2013;Distrito;Económica;Mujer;909;3968201;22.9
2013;Engativá;Emocional;Mujer;1886;448349;420.7
2013;San Cristóbal;Emocional;Mujer;1738;209171;830.9
2013;Tunjuelito;Emocional;Mujer;446;101726;438.4
2013;Rafael Uribe Uribe;Emocional;Mujer;1077;191833;561.4
2013;Antonio Nariño;Emocional;Mujer;204;55868;365.1
2013;Suba;Emocional;Mujer;1993;588730;338.5
2013;Chapinero;Emocional;Mujer;218;72827;299.3
2013;Fontibón;Emocional;Mujer;654;190687;343
2013;La Candelaria;Emocional;Mujer;56;11401;491.2
2013;Puente Aranda;Emocional;Mujer;391;132077;296
2013;Ciudad Bolívar;Emocional;Mujer;1683;338640;497
2013;Kennedy;Emocional;Mujer;1915;533792;358.8
2013;Barrios Unidos;Emocional;Mujer;310;123007;252
2013;Bosa;Emocional;Mujer;3141;313146;1003
2013;Los Mártires;Emocional;Mujer;307;48930;627.4
2013;Sumapaz;Emocional;Mujer;114;3051;3736.5
2013;Distrito;Emocional;Mujer;20163;3968201;508.1
2013;Santa Fe;Emocional;Mujer;359;54763;655.6
2013;Usme;Emocional;Mujer;1917;210312;911.5
2013;Usaquén;Emocional;Mujer;1620;259965;623.2
2013;Teusaquillo;Emocional;Mujer;134;79926;167.7
2013;Antonio Nariño;Física;Mujer;64;55868;114.6
2013;Fontibón;Física;Mujer;236;190687;123.8
2013;Sumapaz;Física;Mujer;45;3051;1474.9
2013;Rafael Uribe Uribe;Física;Mujer;369;191833;192.4
2013;Los Mártires;Física;Mujer;108;48930;220.7
2013;Distrito;Física;Mujer;5444;3968201;137.2
2013;La Candelaria;Física;Mujer;17;11401;149.1
2013;Tunjuelito;Física;Mujer;119;101726;117
2013;Teusaquillo;Física;Mujer;48;79926;60.1
2013;Santa Fe;Física;Mujer;102;54763;186.3
2013;Usaquén;Física;Mujer;264;259965;101.6
2013;Puente Aranda;Física;Mujer;139;132077;105.2
2013;Engativá;Física;Mujer;479;448349;106.8
2013;Barrios Unidos;Física;Mujer;85;123007;69.1
2013;Usme;Física;Mujer;355;210312;168.8
2013;Ciudad Bolívar;Física;Mujer;437;338640;129
2013;Bosa;Física;Mujer;788;313146;251.6
2013;Suba;Física;Mujer;555;588730;94.3
2013;San Cristóbal;Física;Mujer;603;209171;288.3
2013;Kennedy;Física;Mujer;563;533792;105.5
2013;Chapinero;Física;Mujer;68;72827;93.4
2013;Puente Aranda;Intrafamiliar;Mujer;391;132077;296
2013;San Cristóbal;Intrafamiliar;Mujer;1738;209171;830.9
2013;Usaquén;Intrafamiliar;Mujer;1620;259965;623.2
2013;Engativá;Intrafamiliar;Mujer;1886;448349;420.7
2013;Usme;Intrafamiliar;Mujer;1917;210312;911.5
2013;La Candelaria;Intrafamiliar;Mujer;56;11401;491.2
2013;Barrios Unidos;Intrafamiliar;Mujer;310;123007;252
2013;Santa Fe;Intrafamiliar;Mujer;359;54763;655.6
2013;Teusaquillo;Intrafamiliar;Mujer;134;79926;167.7
2013;Distrito;Intrafamiliar;Mujer;20163;3968201;508.1
2013;Fontibón;Intrafamiliar;Mujer;654;190687;343
2013;Rafael Uribe Uribe;Intrafamiliar;Mujer;1077;191833;561.4
2013;Bosa;Intrafamiliar;Mujer;3141;313146;1003
2013;Suba;Intrafamiliar;Mujer;1993;588730;338.5
2013;Sumapaz;Intrafamiliar;Mujer;114;3051;3736.5
2013;Los Mártires;Intrafamiliar;Mujer;307;48930;627.4
2013;Chapinero;Intrafamiliar;Mujer;218;72827;299.3
2013;Antonio Nariño;Intrafamiliar;Mujer;204;55868;365.1
2013;Kennedy;Intrafamiliar;Mujer;1915;533792;358.8
2013;Ciudad Bolívar;Intrafamiliar;Mujer;1683;338640;497
2013;Tunjuelito;Intrafamiliar;Mujer;446;101726;438.4
2013;Fontibón;Negligencia ;Mujer;220;190687;115.4
2013;Barrios Unidos;Negligencia ;Mujer;145;123007;117.9
2013;Kennedy;Negligencia ;Mujer;912;533792;170.9
2013;Rafael Uribe Uribe;Negligencia ;Mujer;361;191833;188.2
2013;Puente Aranda;Negligencia ;Mujer;152;132077;115.1
2013;Antonio Nariño;Negligencia ;Mujer;65;55868;116.3
2013;San Cristóbal;Negligencia ;Mujer;853;209171;407.8
2013;Los Mártires;Negligencia ;Mujer;111;48930;226.9
2013;Bosa;Negligencia ;Mujer;947;313146;302.4
2013;Usaquén;Negligencia ;Mujer;327;259965;125.8
2013;Teusaquillo;Negligencia ;Mujer;46;79926;57.6
2013;Sumapaz;Negligencia ;Mujer;20;3051;655.5
2013;Usme;Negligencia ;Mujer;1161;210312;552
2013;Distrito;Negligencia ;Mujer;8367;3968201;210.9
2013;Chapinero;Negligencia ;Mujer;112;72827;153.8
2013;La Candelaria;Negligencia ;Mujer;24;11401;210.5
2013;Tunjuelito;Negligencia ;Mujer;170;101726;167.1
2013;Engativá;Negligencia ;Mujer;1009;448349;225
2013;Santa Fe;Negligencia ;Mujer;157;54763;286.7
2013;Ciudad Bolívar;Negligencia ;Mujer;599;338640;176.9
2013;Suba;Negligencia ;Mujer;976;588730;165.8
2013;Ciudad Bolívar;Sexual;Mujer;328;338640;96.9
2013;Sumapaz;Sexual;Mujer;4;3051;131.1
2013;Chapinero;Sexual;Mujer;25;72827;34.3
2013;Distrito;Sexual;Mujer;3487;3968201;87.9
2013;Los Mártires;Sexual;Mujer;58;48930;118.5
2013;Teusaquillo;Sexual;Mujer;26;79926;32.5
2013;Suba;Sexual;Mujer;320;588730;54.4
2013;Puente Aranda;Sexual;Mujer;82;132077;62.1
2013;Kennedy;Sexual;Mujer;416;533792;77.9
2013;Santa Fe;Sexual;Mujer;53;54763;96.8
2013;Usaquén;Sexual;Mujer;126;259965;48.5
2013;San Cristóbal;Sexual;Mujer;321;209171;153.5
2013;Antonio Nariño;Sexual;Mujer;51;55868;91.3
2013;Barrios Unidos;Sexual;Mujer;40;123007;32.5
2013;Fontibón;Sexual;Mujer;152;190687;79.7
2013;Bosa;Sexual;Mujer;663;313146;211.7
2013;Usme;Sexual;Mujer;274;210312;130.3
2013;Rafael Uribe Uribe;Sexual;Mujer;214;191833;111.6
2013;Engativá;Sexual;Mujer;258;448349;57.5
2013;Tunjuelito;Sexual;Mujer;65;101726;63.9
2013;La Candelaria;Sexual;Mujer;11;11401;96.5
2013;San Cristóbal;Abandono;Hombre ;111;199306;55.7
2013;Engativá;Abandono;Hombre ;106;410586;25.8
2013;Teusaquillo;Abandono;Hombre ;6;69240;8.7
2013;Usme;Abandono;Hombre ;97;205586;47.2
2013;Bosa;Abandono;Hombre ;96;299608;32
2013;Barrios Unidos;Abandono;Hombre ;24;113426;21.2
2013;La Candelaria;Abandono;Hombre ;3;12759;23.5
2013;Sumapaz;Abandono;Hombre ;11;3289;334.4
2013;Fontibón;Abandono;Hombre ;31;171480;18.1
2013;Usaquén;Abandono;Hombre ;48;224799;21.4
2013;Suba;Abandono;Hombre ;65;531612;12.2
2013;Santa Fe;Abandono;Hombre ;19;55182;34.4
2013;Tunjuelito;Abandono;Hombre ;8;99504;8
2013;Kennedy;Abandono;Hombre ;59;508288;11.6
2013;Rafael Uribe Uribe;Abandono;Hombre ;65;184934;35.1
2013;Los Mártires;Abandono;Hombre ;11;49520;22.2
2013;Antonio Nariño;Abandono;Hombre ;6;52739;11.4
2013;Ciudad Bolívar;Abandono;Hombre ;72;324757;22.2
2013;Chapinero;Abandono;Hombre ;11;63525;17.3
2013;Puente Aranda;Abandono;Hombre ;19;126025;15.1
2013;Distrito;Abandono;Hombre ;868;3706165;23.4
2013;Engativá;Económica;Hombre ;32;410586;7.8
2013;Puente Aranda;Económica;Hombre ;8;126025;6.3
2013;San Cristóbal;Económica;Hombre ;32;199306;16.1
2013;Kennedy;Económica;Hombre ;20;508288;3.9
2013;Santa Fe;Económica;Hombre ;8;55182;14.5
2013;Los Mártires;Económica;Hombre ;7;49520;14.1
2013;Sumapaz;Económica;Hombre ;1;3289;30.4
2013;Teusaquillo;Económica;Hombre ;1;69240;1.4
2013;Antonio Nariño;Económica;Hombre ;5;52739;9.5
2013;Fontibón;Económica;Hombre ;11;171480;6.4
2013;Usaquén;Económica;Hombre ;72;224799;32
2013;Ciudad Bolívar;Económica;Hombre ;23;324757;7.1
2013;Distrito;Económica;Hombre ;395;3706165;10.7
2013;Suba;Económica;Hombre ;54;531612;10.2
2013;Chapinero;Económica;Hombre ;13;63525;20.5
2013;Rafael Uribe Uribe;Económica;Hombre ;15;184934;8.1
2013;Tunjuelito;Económica;Hombre ;0;99504;0
2013;Bosa;Económica;Hombre ;60;299608;20
2013;Usme;Económica;Hombre ;18;205586;8.8
2013;Barrios Unidos;Económica;Hombre ;13;113426;11.5
2013;La Candelaria;Económica;Hombre ;2;12759;15.7
2013;Tunjuelito;Emocional;Hombre ;230;99504;231.1
2013;Bosa;Emocional;Hombre ;1588;299608;530
2013;Teusaquillo;Emocional;Hombre ;57;69240;82.3
2013;Engativá;Emocional;Hombre ;1064;410586;259.1
2013;Ciudad Bolívar;Emocional;Hombre ;865;324757;266.4
2013;Los Mártires;Emocional;Hombre ;128;49520;258.5
2013;Barrios Unidos;Emocional;Hombre ;147;113426;129.6
2013;Usaquén;Emocional;Hombre ;989;224799;439.9
2013;Antonio Nariño;Emocional;Hombre ;93;52739;176.3
2013;Suba;Emocional;Hombre ;857;531612;161.2
2013;La Candelaria;Emocional;Hombre ;25;12759;195.9
2013;Distrito;Emocional;Hombre ;9930;3706165;267.9
2013;Chapinero;Emocional;Hombre ;73;63525;114.9
2013;Santa Fe;Emocional;Hombre ;147;55182;266.4
2013;Kennedy;Emocional;Hombre ;757;508288;148.9
2013;Sumapaz;Emocional;Hombre ;79;3289;2401.9
2013;Rafael Uribe Uribe;Emocional;Hombre ;563;184934;304.4
2013;San Cristóbal;Emocional;Hombre ;874;199306;438.5
2013;Fontibón;Emocional;Hombre ;290;171480;169.1
2013;Puente Aranda;Emocional;Hombre ;221;126025;175.4
2013;Usme;Emocional;Hombre ;883;205586;429.5
2013;Rafael Uribe Uribe;Física;Hombre ;170;184934;91.9
2013;Ciudad Bolívar;Física;Hombre ;217;324757;66.8
2013;Sumapaz;Física;Hombre ;11;3289;334.4
2013;Tunjuelito;Física;Hombre ;78;99504;78.4
2013;Suba;Física;Hombre ;197;531612;37.1
2013;Kennedy;Física;Hombre ;207;508288;40.7
2013;Los Mártires;Física;Hombre ;49;49520;98.9
2013;Chapinero;Física;Hombre ;16;63525;25.2
2013;Distrito;Física;Hombre ;2288;3706165;61.7
2013;Antonio Nariño;Física;Hombre ;31;52739;58.8
2013;Usme;Física;Hombre ;157;205586;76.4
2013;Puente Aranda;Física;Hombre ;64;126025;50.8
2013;San Cristóbal;Física;Hombre ;283;199306;142
2013;Teusaquillo;Física;Hombre ;15;69240;21.7
2013;Bosa;Física;Hombre ;311;299608;103.8
2013;Barrios Unidos;Física;Hombre ;31;113426;27.3
2013;La Candelaria;Física;Hombre ;10;12759;78.4
2013;Fontibón;Física;Hombre ;83;171480;48.4
2013;Usaquén;Física;Hombre ;113;224799;50.3
2013;Engativá;Física;Hombre ;209;410586;50.9
2013;Santa Fe;Física;Hombre ;36;55182;65.2
2013;Suba;Intrafamiliar;Hombre ;857;531612;161.2
2013;Chapinero;Intrafamiliar;Hombre ;73;63525;114.9
2013;Puente Aranda;Intrafamiliar;Hombre ;221;126025;175.4
2013;Tunjuelito;Intrafamiliar;Hombre ;230;99504;231.1
2013;Fontibón;Intrafamiliar;Hombre ;290;171480;169.1
2013;Sumapaz;Intrafamiliar;Hombre ;79;3289;2401.9
2013;Usaquén;Intrafamiliar;Hombre ;989;224799;439.9
2013;Antonio Nariño;Intrafamiliar;Hombre ;93;52739;176.3
2013;Barrios Unidos;Intrafamiliar;Hombre ;147;113426;129.6
2013;La Candelaria;Intrafamiliar;Hombre ;25;12759;195.9
2013;San Cristóbal;Intrafamiliar;Hombre ;874;199306;438.5
2013;Santa Fe;Intrafamiliar;Hombre ;147;55182;266.4
2013;Ciudad Bolívar;Intrafamiliar;Hombre ;865;324757;266.4
2013;Teusaquillo;Intrafamiliar;Hombre ;57;69240;82.3
2013;Rafael Uribe Uribe;Intrafamiliar;Hombre ;563;184934;304.4
2013;Usme;Intrafamiliar;Hombre ;883;205586;429.5
2013;Bosa;Intrafamiliar;Hombre ;1588;299608;530
2013;Los Mártires;Intrafamiliar;Hombre ;128;49520;258.5
2013;Distrito;Intrafamiliar;Hombre ;9930;3706165;267.9
2013;Engativá;Intrafamiliar;Hombre ;1064;410586;259.1
2013;Kennedy;Intrafamiliar;Hombre ;757;508288;148.9
2013;Suba;Negligencia ;Hombre ;506;531612;95.2
2013;Barrios Unidos;Negligencia ;Hombre ;86;113426;75.8
2013;Usaquén;Negligencia ;Hombre ;354;224799;157.5
2013;Rafael Uribe Uribe;Negligencia ;Hombre ;274;184934;148.2
2013;La Candelaria;Negligencia ;Hombre ;10;12759;78.4
2013;Puente Aranda;Negligencia ;Hombre ;122;126025;96.8
2013;Kennedy;Negligencia ;Hombre ;463;508288;91.1
2013;Tunjuelito;Negligencia ;Hombre ;102;99504;102.5
2013;Fontibón;Negligencia ;Hombre ;145;171480;84.6
2013;Antonio Nariño;Negligencia ;Hombre ;43;52739;81.5
2013;San Cristóbal;Negligencia ;Hombre ;528;199306;264.9
2013;Distrito;Negligencia ;Hombre ;5335;3706165;143.9
2013;Usme;Negligencia ;Hombre ;625;205586;304
2013;Teusaquillo;Negligencia ;Hombre ;31;69240;44.8
2013;Chapinero;Negligencia ;Hombre ;49;63525;77.1
2013;Los Mártires;Negligencia ;Hombre ;62;49520;125.2
2013;Ciudad Bolívar;Negligencia ;Hombre ;480;324757;147.8
2013;Engativá;Negligencia ;Hombre ;608;410586;148.1
2013;Sumapaz;Negligencia ;Hombre ;20;3289;608.1
2013;Santa Fe;Negligencia ;Hombre ;79;55182;143.2
2013;Bosa;Negligencia ;Hombre ;748;299608;249.7
2013;San Cristóbal;Sexual;Hombre ;45;199306;22.6
2013;Distrito;Sexual;Hombre ;841;3706165;22.7
2013;Usaquén;Sexual;Hombre ;45;224799;20
2013;Chapinero;Sexual;Hombre ;0;63525;0
2013;Fontibón;Sexual;Hombre ;37;171480;21.6
2013;Usme;Sexual;Hombre ;79;205586;38.4
2013;Barrios Unidos;Sexual;Hombre ;15;113426;13.2
2013;Los Mártires;Sexual;Hombre ;8;49520;16.2
2013;La Candelaria;Sexual;Hombre ;1;12759;7.8
2013;Teusaquillo;Sexual;Hombre ;9;69240;13
2013;Bosa;Sexual;Hombre ;180;299608;60.1
2013;Engativá;Sexual;Hombre ;74;410586;18
